"Date","Scenario","product_subproduct","Volumes"
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Change",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",14
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",20
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",1648
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2454
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2744
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2569
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2828
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",3178
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2855
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",3082
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2517
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2354
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2489
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2189
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2496
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2210
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",1951
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",1959
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2402
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2314
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",3148
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",3290
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2765
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2064
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2058
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2625
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2668
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2343
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",2213
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",1969
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",221
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Ethernet_and_Install",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",300.260869565217
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",3
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",257
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",231
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",278
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",223
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",283
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",301
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",303
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",281
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",270
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",302
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",394
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",391
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",424
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",349
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",309
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",307
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",341
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",339
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",360
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",335
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",301
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",324
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",322
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",344
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",376
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",300
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",335
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",248
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",29
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Change",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",335.391304347826
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",1
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",275
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",355
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",352
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",316
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",345
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",365
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",341
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",411
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",297
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",348
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",486
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",453
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",407
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",293
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",345
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",411
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",351
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",362
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",368
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",351
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",275
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",206
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",156
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",112
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",115
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",71
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",58
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",55
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",4
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data & Voice_and_Install",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",1
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",1
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",51
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",52
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",46
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",59
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",54
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",53
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",50
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",47
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",44
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",46
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",61
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",40
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",66
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",74
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",94
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",88
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",57
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",68
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",61
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",93
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",102
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",98
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",76
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",76
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",90
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",67
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",88
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",97
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",13
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Change",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",1
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",1
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",581
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",688
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",701
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",715
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",708
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",780
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",721
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",819
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",788
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",730
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",853
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",829
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",707
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",682
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",774
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",881
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",945
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",886
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",796
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",898
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",711
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",630
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",540
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",458
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",460
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",462
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",451
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",412
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",43
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-11-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2022-12-01,"Service Delivery - RBO + SDP + EASE - Te","Fiber Plus Data_and_Install",0
2019-01-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",3
2019-02-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",7
2019-03-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",171
2019-04-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",579
2019-05-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",535
2019-06-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",587
2019-07-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",583
2019-08-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",553
2019-09-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",575
2019-10-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",602
2019-11-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",528
2019-12-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",454
2020-01-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",537
2020-02-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",430
2020-03-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",746
2020-04-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",957
2020-05-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",737
2020-06-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",644
2020-07-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",582
2020-08-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",669
2020-09-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",672
2020-10-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",662
2020-11-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",563
2020-12-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",581
2021-01-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",595
2021-02-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",528
2021-03-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",530
2021-04-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",533
2021-05-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",529
2021-06-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",510
2021-07-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",43
2021-08-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2021-09-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2021-10-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2021-11-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2021-12-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-01-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-02-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-03-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-04-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-05-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-06-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-07-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-08-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-09-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
2022-10-01,"Service Delivery - RBO + SDP + EASE - Te","IP_and_Change",0
